Path,Disease
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/261.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/154.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/10.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-162-_JPG_jpg.rf.7ea6ace42a52040bccc9375ba4754a75.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/pharyngitis/21.png,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/valid/2/63307cad-d24f-4a87-96b2-cc62211cccb9_jpg.rf.7028503f5909087ad92264404faf79cb.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/228.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-18-_JPG_jpg.rf.92e9ebd0e3abd9f4ae640b0119fa8a3e.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/kaggle/5.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-178-_JPG_jpg.rf.b23e0d8aa2981145e1eed9e7aa390acd.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-111-_JPG_jpg.rf.e22c40e8ac59f578aea24195e1abab28.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/454.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/50.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/148.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/1/062274f8-7f10-4562-858b-a83942eb910b_jpg.rf.ad4d69cc87188f78675f01d73ffbf11d.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-178-_JPG_jpg.rf.706edcfcc67f3677cebdf003e417fc12.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/healthy/2.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-92-_JPG_jpg.rf.17d7ab9ebf1a8f9b2facf4fade74c21b.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/242.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/325.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/375.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/262.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-113-_JPG_jpg.rf.1c983d1e244bc8cd91cc7e1cc3f4953f.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/351.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/359.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-69-_JPG_jpg.rf.73161ff2c404a2382ddbaaf73c81cade.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/158.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/409.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/446.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/110.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-200-_JPG_jpg.rf.73aa27df77281c52e34ac9c49f68cae2.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/15.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-151-_JPG_jpg.rf.e8e0e42277f1b5cf9b59e3c2fe8292a7.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/220.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/2/44b21dab-f271-4130-a8b4-e3fb8aa3acb4_jpg.rf.4f8044f989b880869d4f79fa5bbf87da.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/378.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/424.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/2/5f741a7f-bbb0-4ee6-bf90-97a67b062774_jpg.rf.dd4e1c0369c9efc1604e75ae25c77d15.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/469.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/42.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/447.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/2/44b3ecb8-5450-41cf-bb84-fa73d29c0225_jpg.rf.ba19b4d2a5c852ff1b43809b549d76b4.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/66.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/356.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/41.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/7.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-118-_JPG_jpg.rf.89a650e863c0db8ee3981c97134e47a8.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/198.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/1/42913123-2a6c-402e-a072-ba2d91542e43_jpg.rf.5435a7c9b33f3f49f41984b4ff6cbd67.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/175.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-191-_JPG_jpg.rf.feda0389c4843df1b5b4388ee7393f1e.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/280.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-193-_JPG_jpg.rf.66e33e90fb6df5283fa08befb4436059.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-116-_JPG_jpg.rf.9597f80a5105c9c6ee9f80933ff55ffb.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-35-_JPG_jpg.rf.450c792b09ccfea8e975d7d1385c6b42.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/191.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/28.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/8.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/43.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/kaggle/18.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-107-_JPG_jpg.rf.b848a7508343e05368cb4b13780acf7b.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/372.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/258.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/390.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/397.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-5-_JPG_jpg.rf.e3a17d410773a76ad984af2358678315.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/287.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/255.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/112.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/valid/3/nopharyngitis-2-_JPG_jpg.rf.2900535157585cd800b5bbb0ec680a35.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/52.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-188-_JPG_jpg.rf.1cc25ba6b00cfbc9077e97f94d6b44a0.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-158-_JPG_jpg.rf.1bc762cc1815fadb5976b3cf7d983490.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/302.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-109-_JPG_jpg.rf.ac3908b40b247aed6cd2717b4edf2726.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/194.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/valid/3/nopharyngitis-66-_JPG_jpg.rf.ad14d64064e693fa76a3a6fb44de729a.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/valid/3/pharyngitis-121-_JPG_jpg.rf.59b4b60e781ae7b48034af64cfc147df.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/healthy/7.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-116-_JPG_jpg.rf.a9b3231530c3577acbf0f43478265a50.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/168.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/244.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-147-_JPG_jpg.rf.04ad3239069e35e7187eaa32d0db60ac.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-78-_JPG_jpg.rf.fe790c64bd77f4a044d794e27a58315f.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/217.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/15.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/pharyngitis/1.png,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/2/21190f7c-570e-45ef-bf93-d09e43cf712b_jpg.rf.adf568e64ccd78a7c90a492b4781e721.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/32.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/396.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/433.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/245.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/227.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/385.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/367.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/valid/3/nopharyngitis-189-_JPG_jpg.rf.b62801334f887d412c79a670f00e7ef2.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/209.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/457.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-35-_JPG_jpg.rf.3f819ab2fcf97c4dc128862f5a92ab33.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/78.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/38.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/51.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-97-_JPG_jpg.rf.354a88b84ffb451cdfebaa65374ec80d.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/69.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/pharyngitis/20.png,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/205.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-23-_jpg.rf.344e4203710152e4b841df734242a6af.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-118-_JPG_jpg.rf.0e33f148b765c503b423358bb49c4f97.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/77.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/73.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/290.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/43.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/2.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/1.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/327.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/156.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/202.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/27.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/13.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/kaggle/16.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/471.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-168-_JPG_jpg.rf.3632341ce7202050f5ea6c7b0f5642b3.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/81.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/63.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-165-_JPG_jpg.rf.6b9e24bb2379f2d132bfda6efd38efe4.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/354.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/371.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/57.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/171.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/462.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/personal_photos/6.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/150.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/268.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/281.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/172.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/2/f9bfec77-22dd-4525-8a18-d5f32dd806de_jpg.rf.cc7839fd6d617118aa3ada2121fcf8f4.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/kaggle/19.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/124.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/128.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/131.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-152-_JPG_jpg.rf.3f057f0eee9c104a171298ff412f118f.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-92-_JPG_jpg.rf.602437d029f05ae9661f36fd8305bd43.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/23.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/22.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/236.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/410.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/429.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/307.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/343.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/232.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/2/5d7bf45c-12cb-4eff-a38c-c6dd706d7a84_jpg.rf.d96f18ea508281089f124569ec5c095e.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/243.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/423.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/22.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/412.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/379.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/406.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/valid/3/nopharyngitis-158-_JPG_jpg.rf.f757ef74ed440de1275d57c4f8bd20d2.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-30-_JPG_jpg.rf.65f607c2b8e9e668d90de6725f41eaf4.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/89.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/344.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/12.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/350.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-16-_JPG_jpg.rf.c1be8f6d6ca1d2e61eabc910ffdbe278.jpg,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-114-_JPG_jpg.rf.1c6b51fecec64bdb7f7969f20bca9aef.jpg,tonsillitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/210.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/mononucleosis/53.png,mononucleosis
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/pharyngitis/2.png,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/314.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-145-_JPG_jpg.rf.42fedb3d84100706e0fb7e2e518051c2.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/297.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/363.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/430.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/38.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/425.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/train/3/nopharyngitis-148-_JPG_jpg.rf.1cb377de4517b4a120da8279746ad8ff.jpg,pharyngitis
/home/mgherghinescu/projects/TenserflowModelTraining/src/model/gann/generated_images/384.png,healthy
/home/mgherghinescu/projects/TenserflowModelTraining/bucal_cavity_diseases_dataset/google/pharyngitis/17.png,pharyngitis
